ID,PCE_max(%),Jsc(mA/cm2),FF,Voc(V),(-)HOMO_acceptor(eV),(-)LUMO_acceptor(eV),Eg_acceptor(eV),acceptor(SMILES),M_acceptor(g/mol),(-)L2HOMO_donor(eV),(-)LUMO_donor(eV),Eg_donor(eV),donor(SMILES)
943,11.2,23.3,0.689,0.692,5.31,4.06,1.25,O=C1C(C=C(F)C(F)=C2)=C2C(/C1=C/C3=CC4=C(S3)C(C(C5=CC=C(CCCCCC)C=C5)(C6=C7SC8=C6SC9=C8C(C(C=C%10)=CC=C%10CCCCCC)(C(C=C%11)=CC=C%11CCCCCC)C%12=C9SC%13=C%12SC%14=C%13C(C(C=C%15)=CC=C%15CCCCCC)(C(C=C%16)=CC=C%16CCCCCC)C%17=C%14SC%18=C%17SC(/C=C%19C(C%20=C(C\%19=C(C#N)/C#N)C=C(C(F)=C%20)F)=O)=C%18)C%21=CC=C(CCCCCC)C=C%21)=C7S4)=C(C#N)/C#N,2032.75,5.2,3.6,1.6,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1
944,10.3,20.2,0.634,0.779,5.31,3.99,1.32,O=C1C(C=C(F)C(F)=C2)=C2C(/C1=C/C3=CSC4=C3SC5=C4C(C6=CC=C(CCCCCC)C=C6)(C7=C5SC8=C7SC9=C8C(C(C=C%10)=CC=C%10CCCCCC)(C(C=C%11)=CC=C%11CCCCCC)C%12=C9SC%13=C%12SC%14=C%13C(C(C=C%15)=CC=C%15CCCCCC)(C(C=C%16)=CC=C%16CCCCCC)C%17=C%14SC%18=C%17SC(/C=C%19C(C%20=C(C\%19=C(C#N)/C#N)C=C(C(F)=C%20)F)=O)=C%18)C%21=CC=C(CCCCCC)C=C%21)=C(C#N)/C#N,2032.75,5.2,3.6,1.6,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1
945,13.1,20.6,0.759,0.835,5.71,4.15,1.56,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=C(F)C(F)=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=C(F)C(F)=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1499.92,5.54,3.61,1.93,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
946,13.4,20.5,0.768,0.852,5.71,4.15,1.56,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=C(F)C(F)=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=C(F)C(F)=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1499.92,5.52,3.55,1.97,CC(SC1=C2C3=CC(Cl)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(Cl)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
947,15.5,24.5,0.746,0.848,5.62,4.11,1.51,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=C(CCCCCCCCCCC)C(SC4=C5N(CC(CC)CCCC)C6=C4C7=NSN=C7C8=C6N(CC(CC)CCCC)C9=C8SC%10=C9SC(/C=C%11/C(C%12=C(C%11=O)C=C(F)C(F)=C%12)=C(C#N)\C#N)=C%10CCCCCCCCCCC)=C5S3,1451.94,5.54,3.61,1.93,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
948,15.4,24.2,0.728,0.875,5.62,4.11,1.51,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=C(CCCCCCCCCCC)C(SC4=C5N(CC(CC)CCCC)C6=C4C7=NSN=C7C8=C6N(CC(CC)CCCC)C9=C8SC%10=C9SC(/C=C%11/C(C%12=C(C%11=O)C=C(F)C(F)=C%12)=C(C#N)\C#N)=C%10CCCCCCCCCCC)=C5S3,1451.94,5.52,3.55,1.97,CC(SC1=C2C3=CC(Cl)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(Cl)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
949,11.71,25.68,0.653,0.69,5.44,4.16,1.28,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(C4=C(OCC(CC)CCCC)C=C(/C=C5C(C(C=C(F)C(F)=C6)=C6C\5=C(C#N)\C#N)=O)S4)=C2)(C7=CC=C(CCCCCC)C=C7)C8=C3C=C(C(C9=C%10SC(C(S%11)=C(C=C%11/C=C%12/C(C(C=C%13F)=C(C%12=O)C=C%13F)=C(C#N)/C#N)OCC(CCCC)CC)=C9)(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%10=C8,1808.42,5.24,3.66,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1
950,14,22.4,0.724,0.86,5.51,3.96,1.55,FC1=CC(C(C2=C/C(S3)=CC4=C3C(C=C(C(C5=CC=C(CCCCCC)C=C5)(C6=CC=C(CCCCCC)C=C6)C7=C8SC9=C7N(CCCCCCCC)C%10=C9SC(/C=C%11C(C%12=C(C\%11=C(C#N)/C#N)C=CC(F)=C%12)=O)=C%10)C8=C%13)=C%13C4(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)=O)=C(C/2=C(C#N)\C#N)C=C1,1559.11,5.33,3.29,2.04,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
951,11.4,19.7,0.662,0.874,5.46,4.04,1.42,O=C1C(C=C(F)C=C2)=C2C(/C1=C/C(S3)=CC(S4)=C3C5=C4C(C=C(C(C6=CC=C(CCCCCC)C=C6)(C7=CC=C(CCCCCC)C=C7)C8=C9SC%10=C8N(CCCCCCCC)C%11=C%10SC(/C=C%12C(C%13=C(C\%12=C(C#N)/C#N)C=CC(F)=C%13)=O)=C%11)C9=C%14)=C%14C5(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16)=C(C#N)/C#N,1615.19,5.33,3.29,2.04,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
952,12.3,20,0.693,0.894,5.4,4.07,1.33,FC1=CC(C(C2=C/C3=CC(SC4=C5SC6=C4C(C7=CC=C(CCCCCC)C=C7)(C8=CC=C(CCCCCC)C=C8)C9=C6C=C(C(C%10=CC=C(CCCCCC)C=C%10)(C%11=CC=C(CCCCCC)C=C%11)C%12=C%13SC%14=C%12N(CCCCCCCC)C%15=C%14SC(/C=C%16C(C%17=C(C\%16=C(C#N)/C#N)C=CC(F)=C%17)=O)=C%15)C%13=C9)=C5S3)=O)=C(C/2=C(C#N)\C#N)C=C1,1671.27,5.33,3.29,2.04,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
953,8.33,18.85,0.61,0.72,5.4,4.2,1.2,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(C4=C(OCC(CC)CCCC)C=C(/C=C5C(C(C=C(F)C(F)=C6)=C6C\5=C(C#N)\C#N)=O)S4)=C2)(C7=CC=C(CCCCCC)C=C7)C8=C3C=C(C(C9=C%10SC(C(S%11)=C(C=C%11/C=C%12/C(C(C=C%13F)=C(C%12=O)C=C%13F)=C(C#N)/C#N)OCC(CCCC)CC)=C9)(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%10=C8,1808.42,5.2,3.6,1.6,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1
954,9.26,17.13,0.62,0.87,5.6,3.9,1.7,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,5.3,3.5,1.8,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
955,8.5,20.91,0.52,0.77,5.4,4.2,1.2,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(C4=C(OCC(CC)CCCC)C=C(/C=C5C(C(C=C(F)C(F)=C6)=C6C\5=C(C#N)\C#N)=O)S4)=C2)(C7=CC=C(CCCCCC)C=C7)C8=C3C=C(C(C9=C%10SC(C(S%11)=C(C=C%11/C=C%12/C(C(C=C%13F)=C(C%12=O)C=C%13F)=C(C#N)/C#N)OCC(CCCC)CC)=C9)(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%10=C8,1808.42,5.3,3.5,1.8,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
956,11.21,18.47,0.646,0.94,5.3,3.71,1.59,O=C1C2=C(C(/C1=C/C3=CC(SC(C4=C5C=C6C(SC7=C8SC(/C=C9/C(C%10=C(C9=O)C(Cl)=CC=C%10)=C(C#N)\C#N)=C7)=C8C(C(C=C%11)=CC=C%11CCCCCC)(C6=C4)C(C=C%12)=CC=C%12CCCCCC)=C%13C5(C(C=C%14)=CC=C%14CCCCCC)C(C=C%15)=CC=C%15CCCCCC)=C%13S3)=C(C#N)\C#N)C=CC=C2Cl,1496.84,5.5,3.6,1.9,CC(SC1=C2C3=CC(Cl)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(Cl)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
957,12.23,18.91,0.735,0.88,5.29,3.77,1.52,O=C1C2=C(C(/C1=C/C3=CC(SC(C4=C5C=C6C(SC7=C8SC(/C=C9/C(C%10=C(C9=O)C=C(Cl)C(Cl)=C%10)=C(C#N)\C#N)=C7)=C8C(C(C=C%11)=CC=C%11CCCCCC)(C6=C4)C(C=C%12)=CC=C%12CCCCCC)=C%13C5(C(C=C%14)=CC=C%14CCCCCC)C(C=C%15)=CC=C%15CCCCCC)=C%13S3)=C(C#N)\C#N)C=CC=C2,1496.84,5.5,3.6,1.9,CC(SC1=C2C3=CC(Cl)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(Cl)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
958,7.59,17.2,0.562,0.8,5.9,3.86,2.04,O=C(N1C(CCCCCC)CCCCCC)C2=C3C4=C(C=C2)C5=CC=C6C7=C(C(N(C(CCCCCC)CCCCCC)C6=O)=O)C=C(C#CC8=CC(C#CC9=CC(C(N%10C(CCCCCC)CCCCCC)=O)=C%11C(C%12=CC=C%11C%10=O)=C9C%13=CC=C%14C%15=C(C(N(C(CCCCCC)CCCCCC)C%14=O)=O)C=CC%12=C%13%15)=C%16C=CC%17=C(C#CC%18=CC(C(N%19C(CCCCCC)CCCCCC)=O)=C%20C%21=C%18C%22=CC=C%23C%24=C(C(N(C(CCCCCC)CCCCCC)C%23=O)=O)C=CC(C%21=CC=C%20C%19=O)=C%22%24)C=C(C#CC%25=CC(C(N%26C(CCCCCC)CCCCCC)=O)=C%27C%28=C%25C%29=CC=C%30C%31=C(C(N(C(CCCCCC)CCCCCC)C%30=O)=O)C=CC(C%28=CC=C%27C%26=O)=C%29%31)C%32=C%17C%16=C8C=C%32)C(C4=CC=C3C1=O)=C57,3310.5,5.22,3.66,1.56,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1
959,8.89,14.39,0.644,0.96,5.64,3.86,1.78,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,5.47,3.6,1.87,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC(CCCCCCCCCC)=C(C7=CC8=C(C9=C(C(N(CC(CCCCCC)CCCCCCCC)C8=O)=O)C=C(C%10=C(CCCCCCCCCC)C=C(C)S%10)S9)S7)S6
960,9.01,13.49,0.71,0.94,5.73,3.93,1.8,CCCCCCC(C=C1)=C(F)C=C1C2(C3=CC=C(CCCCCC)C(F)=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C(F)=C%10)C%11=CC=C(CCCCCC)C(F)=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1499.92,5.47,3.6,1.87,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC(CCCCCCCCCC)=C(C7=CC8=C(C9=C(C(N(CC(CCCCCC)CCCCCCCC)C8=O)=O)C=C(C%10=C(CCCCCCCCCC)C=C(C)S%10)S9)S7)S6
961,9.5,14.53,0.681,0.96,5.66,3.88,1.78,CCCCCCC(C=C1F)=CC=C1C2(C3=C(F)C=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=C(F)C=C(CCCCCC)C=C%10)C%11=C(F)C=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1499.92,5.47,3.6,1.87,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC(CCCCCCCCCC)=C(C7=CC8=C(C9=C(C(N(CC(CCCCCC)CCCCCCCC)C8=O)=O)C=C(C%10=C(CCCCCCCCCC)C=C(C)S%10)S9)S7)S6
962,5.11,9.99,0.547,0.93,5.67,3.89,1.78,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C5=C(C(C6=CC=C(OCCCCCC)C=C6)4C7=CC=C(OCCCCCC)C=C7)C=C8C(C(C9=C8SC(/C=C%10/C(C%11=C(C%10=O)C=CC=C%11)=C(C#N)/C#N)=C9)(C%12=CC=C(OCCCCCC)C=C%12)C%13=CC=C(OCCCCCC)C=C%13)=C5,1379.79,5.54,3.65,1.89,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
963,1.77,4.93,0.366,0.98,5.52,3.84,1.68,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C5=C(/C4=C(C6=CC=C(OCC(CC)CCCC)C=C6)/C7=CC=C(OCC(CC)CCCC)C=C7)C=C8C(/C(C9=C8SC(/C=C%10/C(C%11=C(C%10=O)C=CC=C%11)=C(C#N)/C#N)=C9)=C(C%12=CC=C(OCC(CC)CCCC)C=C%12)\C%13=CC=C(OCC(CC)CCCC)C=C%13)=C5,1516.03,5.54,3.65,1.89,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
964,5.85,11.58,0.509,0.99,5.63,3.78,1.85,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C5=C(/C4=C(C6=CC(OCC(CC)CCCC)=CC=C6)/C7=CC=CC(OCC(CC)CCCC)=C7)C=C8C(/C(C9=C8SC(/C=C%10/C(C%11=C(C%10=O)C=CC=C%11)=C(C#N)/C#N)=C9)=C(C%12=CC=CC(OCC(CC)CCCC)=C%12)\C%13=CC(OCC(CC)CCCC)=CC=C%13)=C5,1516.03,5.54,3.65,1.89,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
965,0.62,2.06,0.333,0.91,5.43,3.72,1.71,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C5=C(/C4=C(C6=CC=C(CC(CC)CCCC)S6)/C7=CC=C(CC(CC)CCCC)S7)C=C8C(/C(C9=C8SC(/C=C%10/C(C%11=C(C%10=O)C=CC=C%11)=C(C#N)/C#N)=C9)=C(C%12=CC=C(CC(CC)CCCC)S%12)\C%13=CC=C(CC(CC)CCCC)S%13)=C5,1476.12,5.54,3.65,1.89,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
966,12.29,19.55,0.748,0.84,5.57,3.99,1.58,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=C(F)C(F)=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=C(F)C(F)=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1499.92,5.54,3.51,2.03,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
967,7.22,16.37,0.558,0.79,5.32,4,1.32,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)OC4=C(SC5=C4SC6=C5OC(C7=C6SC8=C7SC(/C=C9C(C(C=C(F)C(F)=C%10)=C%10C\9=C(C#N)\C#N)=O)=C8)(C%11=CC=C(CCCCCC)C=C%11)C%12=CC=C(CCCCCC)C=C%12)C%13=C2C(SC(/C=C%14C(C(C=C(F)C(F)=C%15)=C%15C\%14=C(C#N)/C#N)=O)=C%16)=C%16S%13,1594.02,5.54,3.51,2.03,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
968,8.5,15.3,0.588,0.95,5.69,3.91,1.78,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C5=C(C4(CCCCCC)CCCCCC)C=C6C(C(CCCCCC)(CCCCCC)C7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)/C#N)=O)=C7)=C5,1011.4,5.52,3.47,2.05,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C(SC6=C7C8=CC(F)=C(CC(CC)CCCC)S8)=CC6=C(C9=CC(F)=C(CC(CC)CCCC)S9)C%10=C7C=C(C)S%10)S5
969,5.3,13.7,0.439,0.88,5.69,3.91,1.78,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C5=C(C4(CCCCCC)CCCCCC)C=C6C(C(CCCCCC)(CCCCCC)C7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)/C#N)=O)=C7)=C5,1011.4,5.45,3.32,2.13,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C)S5
970,7.4,14.1,0.65,0.81,5.58,3.98,1.6,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC(C)=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC(C)=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1456.01,5.3,3.37,1.93,CC(S1)=CC(F)=C1C(S2)=C(F)C=C2C(S3)=CC=C3C(C4=C5N=C(C6=CC=CC(OCC(CC)CCCC)=C6)C(C7=CC(OCC(CC)CCCC)=CC=C7)=N4)=CC8=C5C=C(C9=CC=C(C)S9)C%10=C8N=C(C%11=CC=CC(OCC(CC)CCCC)=C%11)C(C%12=CC(OCC(CC)CCCC)=CC=C%12)=N%10
971,7.5,14.3,0.66,0.8,5.58,3.98,1.6,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC(C)=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC(C)=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1456.01,5.28,3.38,1.9,CC(S1)=CC(F)=C1C(S2)=C(F)C=C2C(S3)=CC=C3C(C4=C5N=C(C6=CC=CC(OCC(CC)CCCC)=C6)C(C7=CC(OCC(CC)CCCC)=CC=C7)=N4)=CC8=C5C=C(C9=CC=C(C)S9)C%10=C8N=C(C%11=CC=CC(OCC(CC)CCCC)=C%11)C(C%12=CC(OCC(CC)CCCC)=CC=C%12)=N%10
972,7.62,20.45,0.469,0.8,5.6,4.1,1.5,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=C(CCCCCCCCCCC)C(SC4=C5N(CC(CC)CCCC)C6=C4C7=NSN=C7C8=C6N(CC(CC)CCCC)C9=C8SC%10=C9SC(/C=C%11/C(C%12=C(C%11=O)C=C(F)C(F)=C%12)=C(C#N)\C#N)=C%10CCCCCCCCCCC)=C5S3,1451.94,5.24,3.35,1.89,CC1=CC(C(S1)=C2C3=CC(Cl)=C(CC(CC)CCCC)S3)=C(C4=C2C=C(C5=CC=C(C6=CC=C(C7=CC=C(C)S7)C8=NN(CC(CCCCCC)CCCCCCCC)N=C68)S5)S4)C9=CC(Cl)=C(CC(CC)CCCC)S9
973,7.31,18.44,0.53,0.75,5.6,4.1,1.5,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=C(CCCCCCCCCCC)C(SC4=C5N(CC(CC)CCCC)C6=C4C7=NSN=C7C8=C6N(CC(CC)CCCC)C9=C8SC%10=C9SC(/C=C%11/C(C%12=C(C%11=O)C=C(F)C(F)=C%12)=C(C#N)\C#N)=C%10CCCCCCCCCCC)=C5S3,1451.94,5.2,3.28,1.92,CC1=CC(C(S1)=C2C3=CC(Cl)=C(CC(CC)CCCC)S3)=C(C4=C2C=C(C5=CC=C(C6=C(OC)C(OC)=C(C7=CC=C(C)S7)C8=NN(CC(CCCCCC)CCCCCCCC)N=C68)S5)S4)C9=CC(Cl)=C(CC(CC)CCCC)S9
